"","approx_year_built","cats_allowed","common_charges","coop_condo","dining_room_type","dogs_allowed","full_address_or_zip_code","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_full_bathrooms","num_half_bathrooms","num_total_rooms","parking_charges","pct_tax_deductibl","sale_price","sq_footage","total_taxes","walk_score","zip_codes"
"48",1950,"yes",NA,"co-op",NA,"yes","71-12 Little Neck Pky,  Glen Oaks NY, 11004",NA,"Combo","$684",1,1,NA,4,NA,NA,"$135,000 ",590,NA,58,"11004"
"49",1945,"no",NA,"co-op",NA,"no","131-04 Laurelton Parkway, Laurelton, NY 11413",NA,"efficiency","$720",2,1,NA,4,NA,NA,"$124,000 ",702,NA,73,"11413"
"50",1941,"no",NA,"co-op","formal","no","99-45 67 Rd,  Forest Hills NY, 11375",NA,"Combo","$910",2,1,NA,4,NA,NA,"$340,000 ",1000,NA,93,"11375"
"51",1955,"no",NA,"co-op","combo","no","142-20 26 Ave,  Flushing NY, 11354",NA,"Eat In","$814",2,1,NA,4,NA,NA,"$233,000 ",NA,NA,85,"11354"
"52",1968,"no",NA,"co-op","formal","no","59-21 Calloway, St. Rego Park, NY 11374",NA,"efficiency","$392",1,1,NA,4,NA,NA,"$127,500 ",NA,NA,88,"11374"
"53",1985,"no","$210","condo","combo","no","42-42 Union St,  Flushing NY, 11355",NA,"Combo",NA,1,1,NA,3,NA,NA,"$440,000 ",689,"$2,776 ",93,"11355"
"54",1985,"no",NA,"condo",NA,"no","144-77 Roosevelt Ave,  Flushing NY, 11354",NA,"efficiency","$495",2,1,1,5,NA,NA,"$610,000 ",NA,"$5,920 ",94,"11354"
"55",1952,"no",NA,"co-op",NA,"no","147-10 84th. Rd,  Briarwood NY, 11435",NA,"efficiency","$724",1,1,NA,3,"$100",40,"$131,000 ",750,NA,97,"11435"
"56",1950,"no",NA,"co-op","combo","no","249-05 61st Ave,  Little Neck NY, 11362",NA,"eat in","$846",3,1,NA,5,NA,NA,"$275,000 ",NA,NA,77,"11362"
"57",1965,"yes",NA,"co-op","formal","no","86-29 155th Ave,  Howard Beach NY, 11414",NA,"efficiency","$733",1,1,NA,3,"$70",NA,"$96,000 ",NA,NA,73,"11414"
"58",1950,"yes",NA,"co-op","formal","no","11364",NA,"efficiency","$601",3,1,NA,6,NA,NA,"$270,000 ",NA,NA,75,"11364"
"59",1961,"yes",NA,"co-op","formal","no","54-44 Little Neck Pky,  Little Neck NY, 11362",NA,"eat in","$1,118 ",3,2,NA,5,"$95",NA,"$390,000 ",NA,NA,76,"11362"
"60",1949,"no",NA,"co-op","combo","no","102-17 64th Rd,  Forest Hills NY, 11375",NA,"eat in","$750",1,1,NA,3,"$125",50,"$235,000 ",NA,NA,90,"11375"
"61",1960,"yes",NA,"co-op","combo","yes","99-32 66 Rd,  Rego Park NY, 11374",NA,"efficiency","$1,124 ",3,1,NA,5,"$170",NA,"$436,000 ",NA,NA,90,"11374"
"62",1969,"no",NA,"co-op","combo","no","84-70 129th Street,  Kew Gardens NY, 11415",NA,"combo","$575",1,1,NA,4,NA,50,"$145,000 ",NA,NA,90,"11415"
"63",1949,"no","$535","condo","formal","no","67-69 Cloverdale Ln,  Oakland Gardens NY, 11364",NA,"eat in",NA,1,2,NA,6,NA,NA,"$420,000 ",NA,"$4,300 ",48,"11364"
"64",1960,"no",NA,"co-op","combo","no","196-11 Dunton Ave,  Holliswood NY, 11423",NA,"eat in","$660",1,1,NA,3,NA,NA,"$130,000 ",750,NA,77,"11423"
"65",1989,"no","$305","condo","combo","no","172-31 Highland Ave,  Jamaica Estates NY, 11432",NA,"efficiency",NA,2,2,1,8,NA,NA,"$420,000 ",1000,"$1,400 ",94,"11432"
"66",1964,"no",NA,"co-op","formal","no","70-25 Yellowstone Blvd,  Forest Hills NY, 11375",NA,"eat in","$860",1,1,NA,3,NA,45,"$275,000 ",825,NA,97,"11375"
"67",1950,"yes",NA,"co-op",NA,"yes","48-05 42nd St,  Sunnyside NY, 11104",NA,"eat in","$722",1,1,NA,3,NA,NA,"$237,000 ",NA,NA,97,"11104"
"68",1970,"yes",NA,"co-op",NA,"yes","17-25 215th St,  Bayside NY, 11360",NA,"efficiency","$2,172 ",3,2,1,7,"$80",40,"$400,000 ",1800,NA,76,"11360"
"69",1936,"yes",NA,"co-op","other","yes","117-01 Park Lane South,  Kew Gardens NY, 11415",NA,"Eat In","$869",1,1,NA,3,NA,49,"$235,000 ",1000,NA,84,"11415"
"70",2015,"yes","$461","condo",NA,"yes","42-37 27th St,  Long Island City NY, 11101",NA,"eat in",NA,0,1,NA,3,NA,NA,"$596,000 ",532,"$51",96,"11101"
"71",1955,"yes",NA,"co-op","combo","no","151-25 88th St,  Howard Beach NY, 11414",NA,"efficiency","$581",1,1,NA,3,"$21",NA,"$155,000 ",NA,NA,77,"11414"
"72",1950,"yes",NA,"co-op",NA,"no","205-15 36th Ave,  Bayside NY, 11361",NA,"efficiency","$656",1,1,NA,4,NA,NA,"$145,000 ",586,NA,82,"11361"
"73",1950,"no",NA,"co-op","combo","no","234-26 131st Avenue, Rosedale, NY 11422",NA,"eat in","$573",1,1,NA,4,NA,NA,"$113,000 ",NA,"$1,127 ",72,"11422"
"74",1955,"no",NA,"co-op","combo","no","82-36 229 St,  Queens Village NY, 11427",NA,"Combo","$641",2,1,NA,4,NA,50,"$162,000 ",NA,NA,69,"11427"
"75",1964,"yes",NA,"co-op","formal","yes","86-32 155 Ave,  Howard Beach NY, 11414",NA,"efficiency","$732",2,1,NA,5,NA,NA,"$145,000 ",NA,NA,73,"11414"
"76",1961,"yes",NA,"co-op","combo","no","54-44 Little Neck Pky,  Little Neck NY, 11362",NA,"efficiency","$642",1,1,NA,3,"$115",NA,"$160,000 ",NA,NA,76,"11362"
"77",1936,"no",NA,"co-op",NA,"no","30-81 54th St,  Woodside NY, 11377",NA,"eat in","$452",0,1,NA,2,NA,NA,"$175,000 ",NA,NA,85,"11377"
"78",1951,"yes",NA,"co-op","combo","yes","150-69 70th Road, Kew Garden Hills, NY 11367",NA,"efficiency","$638",1,1,NA,3,NA,NA,"$180,000 ",NA,NA,87,"11367"
"79",1950,"yes",NA,"co-op","formal","yes","67-91 136 Street,  Kew Garden Hills NY, 11367",NA,"efficiency","$746",1,1,NA,3,NA,NA,"$164,000 ",NA,NA,63,"11367"
"80",1958,"no",NA,"co-op",NA,"no","172-70 Highland Ave,  Jamaica Estates NY, 11432",NA,"eat in","$760",1,1,NA,3,"$80",NA,"$110,000 ",NA,NA,89,"11432"
"81",2007,"no","$333","condo","combo","no","63-16 Forest Ave,  Ridgewood NY, 11385","Yes","eat in",NA,2,2,NA,4,NA,NA,"$476,000 ",863,"$699",92,"11385"
"82",1965,"yes",NA,"co-op","other","no","89-40 151 Ave,  Howard Beach NY, 11414",NA,"efficiency","$745",1,1,NA,3,NA,NA,"$100,000 ",NA,NA,77,"11414"
"83",1950,"yes",NA,"co-op","formal","no","163-44 Willetts Point Blvd,  Whitestone NY, 11357",NA,"efficiency","$913",2,2,NA,4,NA,NA,"$217,500 ",NA,NA,81,"11357"
"84",1991,"no","$293","condo","combo","no","99-05 43rd Ave,  Corona NY, 11368",NA,"efficiency",NA,1,1,NA,3,NA,NA,"$235,000 ",NA,"$1,830 ",97,"11368"
"85",1970,"no",NA,"co-op","combo","no","18-15 215th St,  Bayside NY, 11360",NA,"efficiency","$1,342 ",2,2,NA,5,"$135",NA,"$492,500 ",NA,NA,76,"11360"
"86",2009,"no","$317","condo","combo","no","132-73 Maple Ave,  Flushing NY, 11355",NA,"Eat In",NA,2,2,NA,6,NA,NA,"$550,000 ",1029,"$93",97,"11355"
"87",1950,"no",NA,"co-op","formal","no","87-15 204th Street, Hollis, NY 11423",NA,"eat in","$720",2,1,NA,4,NA,40,"$120,000 ",NA,NA,76,"11423"
"88",1969,"no","$595","co-op","other","no","147-27 38th Ave,  Flushing NY, 11354",NA,"eat in",NA,1,1,NA,3,NA,NA,"$210,000 ",750,NA,97,"11354"
"89",1952,"no",NA,"co-op","combo","no","71-11 Yellowstone Blvd,  Forest Hills NY, 11375","yes","eat in","$815",1,1,NA,3,"$100",NA,"$197,500 ",NA,NA,94,"11375"
"90",1959,"no",NA,"co-op","formal","no","94-30 59 Ave,  Elmhurst NY, 11373",NA,"eat in","$596",1,1,NA,3,NA,NA,"$220,000 ",NA,NA,96,"11373"
"91",1964,"yes",NA,"co-op","combo","no","70-25 Yellowstone Blvd,  Forest Hills NY, 11375",NA,"combo",NA,1,1,NA,3,NA,NA,"$283,500 ",NA,NA,97,"11375"
"92",1963,"yes",NA,"co-op","combo","yes","63-11 Queens Blvd,  Woodside NY, 11377","yes","efficiency","$458",1,1,NA,2,"$245",NA,"$173,000 ",NA,NA,91,"11377"
"93",1954,"yes",NA,"co-op","other","no","83-20 98 St,  Woodhaven NY, 11421",NA,"eat in","$597",2,1,NA,4,NA,NA,"$169,000 ",850,NA,78,"11421"
"94",1940,"yes",NA,"co-op","combo","no","82-40 Austin St,  Kew Gardens NY, 11415",NA,"efficiency","$322",1,1,NA,3,NA,NA,"$143,000 ",NA,NA,90,"11415"
"95",1951,"no",NA,"co-op","combo","no","32-22 92 St,  E. Elmhurst NY, 11369",NA,"eat in","$849",2,1,NA,4,NA,NA,"$170,000 ",NA,NA,94,"11369"
"96",1965,"yes",NA,"co-op","other","no","89-35 155 Ave,  Howard Beach NY, 11414",NA,"efficiency","$753",1,1,NA,3,NA,NA,"$82,000 ",NA,NA,77,"11414"
"97",1973,"yes","$498","condo","combo","yes","152-18 Union Tpke,  Flushing NY, 11367","yes","efficiency",NA,2,1,NA,4,NA,NA,"$383,000 ",778,"$2,433 ",90,"11367"
"98",1950,"no",NA,"co-op","combo","no","73-03 Bell Blvd., Bayside, NY 11364",NA,"efficiency","$575",1,1,NA,4,NA,50,"$165,000 ",NA,NA,77,"11364"
"99",1950,"no",NA,"co-op","other","no","83-20 141 St,  Briarwood NY, 11435",NA,"eat in","$499",1,1,NA,3,NA,NA,"$185,000 ",NA,NA,85,"11435"
"100",1935,"yes",NA,"co-op","combo","yes","83-10 35th Ave,  Jackson Heights NY, 11372",NA,"eat in","$804",1,1,NA,3,NA,NA,"$409,000 ",NA,NA,98,"11372"
"101",1950,"no",NA,"co-op",NA,"no","75-20 113th Street, Forest Hills, NY 11375",NA,"eat in","$475",0,1,NA,2,"$110",50,"$145,000 ",500,NA,94,"11375"
"102",1980,"no","$287","condo","formal","no","219-59 67th Ave,  Bayside NY, 11364",NA,"eat in",NA,3,2,NA,6,NA,NA,"$590,000 ",NA,"$2,961 ",75,"11364"
"103",1982,"no","$811","condo","combo","no","2 Bay Club Dr,  Bayside NY, 11360","UG","eat in",NA,2,2,NA,5,NA,NA,"$620,000 ",NA,"$4,775 ",82,"11360"
"104",2009,"no","$269","condo","combo","no","132-73 Maple Ave,  Flushing NY, 11355",NA,"Eat In",NA,1,2,NA,5,NA,NA,"$415,000 ",862,"$79",97,"11355"
"105",1950,"yes",NA,"co-op",NA,"yes","34-15 74th St,  Jackson Heights NY, 11372",NA,"efficiency","$439",0,1,NA,1,NA,NA,"$150,000 ",400,NA,96,"11372"
"106",1950,"yes",NA,"co-op","combo","yes","264-03B Langston Ave,  Glen Oaks NY, 11004",NA,"eat in","$698",2,1,NA,4,NA,NA,"$267,000 ",NA,NA,55,"11004"
"107",1965,"yes",NA,"co-op",NA,"yes","102-10 66 Rd,  Forest Hills NY, 11375","yes","combo","$1,253 ",1,1,NA,4,"$115",NA,"$397,000 ",NA,NA,92,"11375"
"108",1950,"no",NA,"co-op","other","no","66-04 Grand Central Pky,  Forest Hills NY, 11375",NA,"efficiency","$495",1,1,NA,3,"$95",NA,"$195,000 ",NA,NA,68,"11375"
"109",1951,"yes",NA,"co-op","combo","no","58-56 246 Cres,  Douglaston NY, 11363",NA,"efficiency","$1,015 ",3,1,NA,5,NA,NA,"$225,000 ",NA,NA,72,"11363"
"110",1952,"yes",NA,"co-op","other","yes","35-11 85th Street, Jackson Heights, NY 11372",NA,"efficiency","$559",1,1,NA,3,NA,NA,"$210,000 ",NA,NA,98,"11372"
"111",1945,"yes",NA,"co-op",NA,"yes","13627 Jewel Avenue, Kew Garden Hills, NY 11367",NA,"combo",NA,1,1,NA,3,NA,NA,"$153,000 ",NA,NA,73,"11367"
"112",1955,"yes",NA,"co-op","combo","no","25-34 Union St,  Flushing NY, 11354",NA,"eat in","$640",1,1,NA,3,NA,NA,"$170,000 ",NA,NA,82,"11354"
"113",1942,"no",NA,"co-op","combo","no","78-42 Main Street,  Flushing NY, 11367","1","eat in","$829",2,1,NA,4,"$100",NA,"$243,000 ",NA,NA,90,"11367"
"114",1950,"yes",NA,"co-op","combo","yes","220-40 75th Ave,  Oakland Gardens NY, 11364",NA,"eat in","$671",2,1,NA,4,NA,NA,"$217,761 ",NA,NA,68,"11364"
"115",1990,"no","$356","condo",NA,"no","147-20 35th Ave,  Flushing NY, 11354",NA,"Combo",NA,1,1,NA,5,NA,NA,"$439,000 ",650,"$3,630 ",97,"11354"
"116",1965,"no",NA,"co-op",NA,"no","110-11 Queens Blvd,  Forest Hills NY, 11375","yes","eat in","$2,757 ",3,2,NA,6,"$150",32,"$950,000 ",NA,NA,99,"11375"
"117",1950,"yes",NA,"co-op","formal","yes","255-17 74th Ave,  Glen Oaks NY, 11004",NA,"eat in","$698",2,1,NA,3,NA,NA,"$275,000 ",NA,NA,77,"11004"
"118",1950,"yes",NA,"co-op","combo","no","Address Not AvailableBayside NY, 11360",NA,"eat in","$735",1,1,NA,3,NA,NA,"$132,000 ",700,NA,79,"11360"
"119",1950,"no",NA,"co-op",NA,"no","131-26 Laurelton Pky,  Rosedale NY, 11422",NA,"Eat In","$539",1,1,NA,4,NA,NA,"$109,500 ",700,NA,73,"11422"
"120",1950,"yes",NA,"co-op","other","yes","73-43 255th St,  Glen Oaks NY, 11004",NA,"eat in","$765",3,1,NA,5,NA,NA,"$298,000 ",812,NA,77,"11004"
"121",1964,"yes",NA,"co-op","combo","no","70-25 Yellowstone Blvd,  Forest Hills NY, 11375",NA,"Combo","$874",1,1,NA,3,NA,NA,"$285,000 ",NA,NA,97,"11375"
"122",1965,"yes",NA,"co-op","formal","yes","155-05 89 St,  Howard Beach NY, 11414",NA,"efficiency","$1,148 ",3,1,1,6,"$50",NA,"$231,000 ",1059,NA,77,"11414"
"123",1950,"yes",NA,"co-op","combo","yes","219-42 74 Avenue, Bayside, NY 11364",NA,"eat in","$601",2,1,NA,4,NA,48,"$218,340 ",NA,NA,75,"11364"
"124",2006,"yes","$917","condo",NA,"yes","30-85 Vernon Blvd., Astoria, NY 11102",NA,"efficiency",NA,2,1,1,4,NA,NA,"$665,000 ",883,NA,83,"11102"
"125",1939,"no",NA,"co-op",NA,"no","34 21 78th Street,  Jackson Heights NY, 11372",NA,"efficiency","$951",2,1,NA,5,NA,45,"$399,000 ",950,NA,83,"11372"
"126",1956,"yes",NA,"co-op","formal","yes","226-26 Union Tpke,  Bayside NY, 11364",NA,"Combo","$1,023 ",2,2,NA,5,NA,50,"$350,000 ",1300,NA,59,"11364"
"127",1915,"yes","$724","co-op","formal","yes","34-35 82 Street, Jackson Heights, NY 11372",NA,"efficiency",NA,2,1,NA,5,NA,NA,"$498,000 ",NA,NA,99,"11372"
"128",1950,"no",NA,"co-op","combo","no","144-60 Gravett Rd,  Flushing NY, 11367",NA,"eat in","$728",1,1,NA,3,NA,NA,"$89,000 ",NA,NA,82,"11367"
"129",1935,"no",NA,"co-op",NA,"no","5110 30th Ave,  Woodside NY, 11377",NA,"eat in","$523",1,1,NA,3,NA,NA,"$278,000 ",700,NA,90,"11377"
"130",1960,"no",NA,"co-op",NA,"no","67-25 Dartmouth St,  Forest Hills NY, 11375",NA,"eat in","$1,338 ",3,2,NA,6,"$120",NA,"$560,000 ",1300,NA,92,"11375"
"131",1955,"yes",NA,"co-op","combo","yes","8401 Main St,  Briarwood NY, 11435",NA,"eat in","$1,077 ",2,2,NA,5,"$90",NA,"$262,000 ",NA,NA,82,"11435"
"132",1950,"yes",NA,"co-op","other","yes","150-81 Village Rd,  Kew Garden Hills NY, 11367",NA,"efficiency","$1,371 ",2,1,NA,5,"$75",NA,"$215,000 ",1000,NA,88,"11367"
"133",1940,"no",NA,"co-op","combo","no","65-38 Booth Street, Rego Park, NY 11374",NA,"eat in","$564",1,1,NA,3,NA,50,"$170,000 ",600,NA,94,"11374"
"134",1961,"no",NA,"co-op",NA,"no","160-10 89th Ave,  Jamaica NY, 11432",NA,"efficiency","$543",0,1,NA,2,NA,NA,"$78,000 ",NA,NA,99,"11432"
"135",1985,"yes","$564","condo","combo","yes","13-22 208th Pl,  Bayside NY, 11360",NA,"Combo",NA,2,2,NA,5,NA,NA,"$630,000 ",1300,"$4,000 ",59,"11360"
"136",2015,"no","$312","condo","combo","no","42-28 147th St,  Flushing NY, 11355",NA,"combo",NA,2,2,NA,6,NA,NA,"$489,000 ",6215,"$14",83,"11355"
"137",2010,"yes","$462","condo","other","yes","116-11 Curzon Rd,  Kew Gardens NY, 11415","Yes","Combo",NA,2,2,NA,4,NA,NA,"$630,000 ",1172,"$22",89,"11415"
"138",1952,"yes",NA,"co-op","combo","yes","110-45 71 Rd,  Forest Hills NY, 11375","yes","combo","$857",2,1,NA,4,NA,50,"$359,888 ",1000,NA,96,"11375"
"139",1989,"yes","$417","condo","formal","yes","120-17 Riviera Ct,  College Point NY, 11356","Yes","Eat In",NA,3,3,NA,7,NA,NA,"$670,000 ",2050,"$4,800 ",48,"11356"
"140",1958,"yes",NA,"co-op","other","yes","33-68 21 St,  Long Island City NY, 11106",NA,"efficiency","$869",3,1,1,5,"$500",NA,"$505,000 ",1035,NA,93,"11106"
"141",1926,"yes",NA,"co-op",NA,"no","3114 Crescent St,  Astoria NY, 11106",NA,"efficiency","$757",1,1,NA,3,NA,40,"$310,000 ",NA,NA,97,"11106"
"142",1975,"no",NA,"co-op","combo","no","27110 Grand Central Pky,  Floral Park NY, 11005","yes","efficiency","$964",1,1,NA,3,"$88",50,"$375,000 ",800,NA,54,"11005"
"143",1952,"yes",NA,"co-op",NA,"no","61-35 255 St,  Little Neck NY, 11362",NA,"efficiency","$687",1,1,NA,4,NA,NA,"$176,000 ",NA,NA,68,"11362"
"144",1928,"no",NA,"co-op","combo","no","124-16 84 Rd,  Kew Gardens NY, 11415",NA,"eat in","$775",1,1,NA,3,NA,NA,"$220,000 ",1000,NA,90,"11415"
"145",1989,"yes","$480","condo",NA,"yes","88-17 51st Ave,  Elmhurst NY, 11373",NA,"eat in",NA,2,1,NA,4,NA,NA,"$459,000 ",807,"$8,178 ",96,"11373"
"146",2009,"no","$311","condo","combo","no","132-73 Maple Ave,  Flushing NY, 11355",NA,"Eat In",NA,2,2,NA,6,NA,NA,"$565,000 ",1044,"$91",97,"11355"
"147",1940,"no",NA,"co-op","formal","no","110-61 64th Rd,  Forest Hills NY, 11375",NA,"Combo","$1,498 ",3,2,2,5,NA,50,"$850,000 ",2000,NA,76,"11375"
"148",1947,"no",NA,"co-op","other","no","34-41 85 St,  Jackson Heights NY, 11372",NA,"efficiency","$1,098 ",2,1,NA,4,NA,40,"$335,000 ",1000,NA,96,"11372"
"149",1956,"no",NA,"co-op","other","no","Beechhurst NY, 11357",NA,"eat in","$1,081 ",1,1,NA,3,"$100",40,"$352,500 ",1300,NA,35,"11357"
"150",2007,"no","$300","condo","combo","no","71-28 163 St,  Fresh Meadows NY, 11365",NA,"eat in",NA,2,1,1,5,NA,NA,"$405,000 ",850,"$396",80,"11365"
"151",NA,"no",NA,"co-op",NA,"no","34-20 Parsons Blvd, Flushing NY, 11354",NA,NA,NA,2,1,NA,4,NA,NA,"$235,000 ",NA,NA,97,"11354"
"152",1960,"no",NA,"co-op",NA,"no","23-25 Bell Blvd,  Bayside NY, 11360",NA,"eat in","$1,296 ",2,2,NA,6,"$20",NA,"$370,000 ",1250,NA,75,"11360"
"153",1950,"yes",NA,"co-op",NA,"no","89-35 155th Ave, Howard Beach NY, 11414",NA,"combo","$634",1,1,NA,4,NA,NA,"$120,000 ",800,NA,77,"11414"
"154",1955,"yes",NA,"co-op","other","no","199-11 22nd Ave,  Whitestone NY, 11357",NA,"efficiency","$750",1,1,NA,3,NA,NA,"$128,000 ",NA,"$750",78,"11357"
"155",1972,"no","$626","condo","combo","no","209-90 23rd Ave,  Bayside NY, 11360","yes","eat in",NA,1,1,NA,4,"$99",NA,"$475,000 ",874,"$4,000 ",82,"11360"
"156",1954,"no",NA,"co-op","combo","no","87-50 204 St,  Hollis NY, 11423",NA,"eat in","$779",2,1,NA,6,NA,25,"$130,000 ",NA,NA,79,"11423"
"157",2014,"no","$275","condo","combo","no","35-61 84 St,  Jackson Heights NY, 11372",NA,"eat in",NA,2,2,NA,5,NA,NA,"$655,000 ",980,"$70",99,"11372"
"158",1965,"yes",NA,"co-op","combo","yes","85-15 Main St,  Briarwood NY, 11435","Yes","efficiency","$487",1,1,NA,3,NA,35,"$142,000 ",NA,NA,88,"11435"
"159",1950,"yes",NA,"co-op","combo","yes","226-07 Kingsbury Ave,  Bayside NY, 11364","yes","efficiency","$655",1,1,NA,3,NA,NA,"$155,000 ",NA,NA,60,"11364"
"160",1959,"no",NA,"co-op",NA,"no","209-80 18 Ave,  Bayside NY, 11360",NA,"eat in","$1,210 ",2,1,NA,5,"$31",NA,"$190,000 ",1100,NA,75,"11360"
"161",1971,"yes","$319","condo","combo","yes","63-81 A Douglaston Pky,  Douglaston NY, 11362","Yes","eat in",NA,3,1,1,6,NA,NA,"$660,000 ",NA,"$4,200 ",68,"11362"
"162",1983,"yes","$187","condo","formal","yes","219-65 67 Ave,  Bayside NY, 11364",NA,"eat in",NA,1,1,NA,3,NA,NA,"$408,000 ",NA,"$2,138 ",75,"11364"
"163",1987,"no","$405","condo","combo","yes","66-70 79th St,  Middle Village NY, 11379",NA,"efficiency",NA,3,2,NA,6,NA,NA,"$460,000 ",1033,"$3,500 ",84,"11379"
"164",1958,"yes",NA,"co-op","combo","yes","139-15 83rd Ave,  Briarwood NY, 11435",NA,"efficiency","$727",1,1,NA,3,NA,NA,"$160,000 ",800,NA,85,"11435"
"165",1950,"no",NA,"co-op","combo","no","Garden Hills NY, 11367",NA,"Eat in","$735",1,1,NA,3,NA,NA,"$169,000 ",NA,NA,67,"11367"
"166",1952,"yes",NA,"co-op",NA,"yes","189-11 39th Ave,  Flushing NY, 11358",NA,"efficiency","$676",1,1,NA,3,NA,NA,"$170,000 ",NA,NA,83,"11358"
"167",1937,"yes",NA,"co-op","combo","no","72-15 37th Ave,  Jackson Heights NY, 11372",NA,"efficiency","$397",0,1,NA,2,NA,NA,"$182,000 ",NA,NA,98,"11372"
"168",1952,"yes",NA,"co-op","combo","no","196-18 69 Ave,  Fresh Meadows NY, 11365","Yes","efficiency","$671",1,1,NA,3,NA,NA,"$162,000 ",NA,NA,65,"11365"
"169",2008,"no",NA,"condo","combo","no","140-14 Cherry Ave,  Flushing NY, 11355",NA,"eat in",NA,2,2,NA,5,NA,NA,"$599,000 ",NA,"$184",92,"11355"
"170",1986,"no","$381","condo","formal","no","12-36 Diane Pl,  Bayside NY, 11360",NA,"Eat In",NA,1,1,NA,4,NA,NA,"$475,000 ",750,"$3,370 ",59,"11360"
"171",1965,"yes","$515","condo",NA,"yes","84-29 153rd Ave,  Howard Beach NY, 11414",NA,"efficiency",NA,2,2,NA,5,"$30",NA,"$285,000 ",NA,"$3,550 ",76,"11414"
"172",1963,"no",NA,"co-op",NA,"no","125-10 Queens Blvd,  Kew Gardens NY, 11415","Yes","efficiency","$612",0,1,NA,2,"$215",NA,"$120,000 ",NA,NA,91,"11415"
"173",1940,"no",NA,"co-op","formal","no","Forest Hills, NY 11375",NA,"efficiency","$1,306 ",3,2,NA,5,NA,36,"$490,000 ",NA,NA,93,"11375"
"174",1958,"no",NA,"co-op","other","no","Jackson Heights, NY 11372",NA,"efficiency","$606",2,1,1,4,NA,NA,"$285,000 ",1000,NA,98,"11372"
"175",1955,"no",NA,"co-op","combo","no","78-01 Cloverdale Blvd., Bayside, NY 11364",NA,"efficiency","$670",1,1,NA,3,NA,50,"$186,500 ",NA,NA,55,"11364"
"176",1950,"yes",NA,"co-op","formal","no","67-48 Springfield Blvd,  Bayside NY, 11364",NA,"eat in","$463",2,1,NA,4,"$9",60,"$212,000 ",NA,NA,76,"11364"
"177",2007,"no","$411","condo","formal","no","71-11 162nd St,  Fresh Meadows NY, 11365",NA,"eat in",NA,2,2,NA,6,NA,NA,"$495,000 ",1000,"$200",82,"11365"
"178",1955,"no",NA,"co-op","formal","no","110-45 Queens Blvd,  Forest Hills NY, 11375",NA,"efficiency","$1,117 ",2,1,1,5,NA,NA,"$505,000 ",NA,NA,98,"11375"
"179",1950,"no",NA,"co-op",NA,"no","204-07 36 Ave,  Bayside NY, 11361",NA,"efficiency","$614",1,1,NA,3,NA,NA,"$125,000 ",NA,NA,82,"11361"
"180",1965,"no",NA,"co-op","formal","no","66-36 Yellowstone Blvd., Forest Hills, NY 11375",NA,"efficiency","$1,880 ",3,3,NA,6,NA,NA,"$755,000 ",NA,NA,92,"11375"
"181",1952,"yes",NA,"co-op",NA,"no","90-09 Northern Blvd,  Jackson Heights NY, 11372",NA,"efficiency",NA,1,1,NA,4,NA,NA,"$127,000 ",675,NA,94,"11372"
"182",2002,"no",NA,"condo",NA,"no","41-05 College Point Blvd,  Flushing NY, 11355",NA,"efficiency",NA,2,2,NA,5,NA,NA,"$560,000 ",NA,NA,96,"11355"
"183",1950,"yes",NA,"co-op","combo","yes","70-52 260th St,  Glen Oaks NY, 11004",NA,"eat in","$789",3,1,NA,5,NA,39,"$301,000 ",856,NA,58,"11004"
"184",1950,"no",NA,"co-op","combo","no","74-56 220th St,  Oakland Gardens NY, 11364",NA,"eat in","$632",2,1,NA,5,NA,NA,"$220,000 ",NA,NA,70,"11364"
"185",1964,"no","$864","condo","formal","no","85-09 151st Ave,  Howard Beach NY, 11414",NA,"efficiency",NA,3,2,NA,6,"$30",NA,"$355,000 ",NA,"$4,958 ",77,"11414"
"186",1947,"yes",NA,"co-op","combo","yes","65-70 Booth St,  Rego Park NY, 11374",NA,"eat in","$667",1,1,NA,4,NA,NA,"$220,000 ",800,NA,94,"11374"
"187",1920,"yes",NA,"co-op","combo","yes","2 Darthmouth,  Forest Hills NY, 11375",NA,"efficiency","$592",1,1,NA,1,NA,50,"$125,000 ",NA,NA,99,"11375"
"188",1954,"yes","$468","condo",NA,"yes","56-25175th Pl, Fresh Meadows, NY 11365",NA,"eat in",NA,2,2,NA,5,NA,NA,"$540,000 ",NA,"$3,048 ",82,"11365"
"189",1955,"no",NA,"co-op","other","no","86-70 Francis Lewis Blvd,  Hollis NY, 11423",NA,"eat in","$558",1,1,NA,3,NA,NA,"$108,000 ",800,NA,69,"11423"
"190",2007,"yes","$421","condo","combo","no","71-11 162nd St,  Fresh Meadows NY, 11365",NA,"efficiency",NA,2,2,NA,6,NA,NA,"$475,000 ",900,"$240",82,"11365"
"191",1963,"no",NA,"co-op","formal","no","66-01 Burns St,  Rego Park NY, 11374","yes","eat in","$435",1,1,NA,2,"$130",NA,"$160,000 ",NA,NA,88,"11374"
"192",1990,"no","$198","condo","formal","no","107-22 Guy R Brewer Blvd., Jamaica, NY 11433",NA,"eat in",NA,3,1,NA,6,NA,NA,"$160,000 ",1000,"$1,024 ",90,"11433"
"193",1955,"yes",NA,"co-op","other","no","83-35 139th St,  Briarwood NY, 11435","Yes","Combo","$806",2,1,NA,5,"$130",50,"$276,000 ",NA,NA,90,"11435"
